,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
36,9901214,1976,Graduate,Married,89182.5,2,0,2014-02-05,7,0,116,752,236,47,68,1,7,3,4,5,0,0,0,0,0,0,0
37,11657879,1978,Graduate,Together,103447.7,0,0,2013-01-14,7,455,66,456,87,242,48,1,5,8,5,4,0,0,1,1,0,0,1
38,3658758,1996,Graduate,Divorced,96768.9,0,0,2012-07-30,99,1048,2,328,66,94,56,1,7,5,5,6,0,0,0,0,0,0,0
39,2911695,1972,Graduate,Single,46300.5,1,0,2013-01-03,49,314,7,0,39,3,3,3,5,1,4,6,0,0,0,0,0,0,0
40,5990937,1950,Undergraduate,Single,41167.8,1,0,2013-05-19,74,0,0,0,0,0,11,2,2,1,3,7,0,0,0,0,0,0,0
41,114002,1955,Graduate,Divorced,96917.7,2,0,2013-05-05,92,1492,134,0,259,4,120,1,2,8,6,4,0,1,0,0,0,0,0
42,8995634,1960,Postgraduate,Divorced,65093.3,0,0,2014-04-12,8,976,5,3,30,1,34,1,5,2,9,5,0,0,0,1,0,0,0
43,2741561,1966,Graduate,Together,50280.0,1,1,2014-01-30,95,0,4,0,14,0,11,1,2,1,3,7,0,0,0,0,0,0,0
44,7540815,1961,Undergraduate,Married,72116.4,0,2,2013-08-14,85,92,102,0,0,0,53,1,5,5,5,4,0,0,0,0,0,0,0
45,14404196,1996,Graduate,Divorced,98874.4,0,0,2012-09-10,32,950,31,5,259,0,156,1,9,3,12,3,0,1,0,0,0,0,1
46,12546686,1961,Graduate,Single,80684.2,0,0,2012-12-29,62,44,32,88,15,0,48,3,3,4,10,4,0,0,0,0,0,0,0
47,5737160,1979,Postgraduate,Single,41692.9,1,0,2014-05-10,71,0,0,0,9,0,0,1,2,0,3,6,0,0,0,0,0,0,0
48,10456997,1987,Graduate,Divorced,4740.3,1,0,2013-02-18,41,0,2,0,18,0,0,3,2,1,3,6,0,0,0,0,0,0,0
49,3704846,1958,Graduate,Divorced,80632.7,1,0,2014-04-06,64,27,9,17,22,0,10,3,1,0,3,9,0,1,0,0,0,0,0
50,11521145,1977,Undergraduate,Single,45849.6,1,0,2012-08-19,99,0,0,51,14,0,266,1,2,1,3,8,0,0,0,0,0,0,0
51,5085813,1989,Graduate,Single,113893.1,0,0,2012-12-10,43,673,102,955,52,0,122,1,7,6,13,1,0,0,0,1,0,0,1
52,4322086,1981,Postgraduate,Single,111019.3,0,0,2013-04-03,57,373,108,573,107,0,37,0,5,7,7,3,1,1,1,1,0,0,1
53,879680,1973,Postgraduate,Single,30289.3,0,0,2013-12-31,39,0,5,11,144,7,23,1,9,1,3,6,0,0,0,0,0,0,0
54,2511755,1963,Graduate,Together,55917.4,0,0,2012-07-30,23,45,14,0,9,4,45,1,1,4,8,6,0,0,0,0,0,0,0
55,14338638,1975,Undergraduate,Married,54173.4,1,1,2013-03-12,27,0,10,49,10,0,28,1,2,0,5,6,0,0,0,0,0,0,0
56,10855172,1959,Postgraduate,Married,103075.3,0,0,2013-09-24,89,125,193,151,203,0,92,1,13,2,13,7,0,1,0,0,0,0,1
57,3613286,1992,Postgraduate,Widow,103044.2,0,0,2013-06-15,99,684,67,0,93,0,154,3,7,5,13,4,0,0,0,0,0,0,1
58,15523190,1981,Graduate,Together,96654.9,2,0,2013-07-17,48,680,199,93,38,28,324,1,5,8,7,5,0,0,0,0,0,0,1
59,7374078,1986,Graduate,Single,83035.3,0,2,2012-10-17,24,492,34,0,231,16,270,0,5,4,6,8,0,0,0,0,0,0,0
60,1310900,1959,Postgraduate,Together,113153.0,0,0,2012-09-18,96,169,59,532,19,0,75,1,5,7,6,2,0,1,1,1,0,0,1
61,7562992,1977,Postgraduate,Together,33829.6,1,1,2013-11-01,43,0,4,0,17,0,0,3,3,0,3,7,0,0,0,0,0,0,0
62,10961271,1973,Postgraduate,Single,28769.9,0,0,2013-02-05,99,1492,22,0,11,7,13,1,4,1,3,6,0,0,0,0,0,0,0
63,5847706,1981,Graduate,Divorced,76691.7,0,0,2012-08-05,8,629,199,0,37,0,85,3,3,6,5,5,0,0,0,0,0,0,0
64,8579805,1991,Graduate,Together,89256.4,0,0,2013-02-17,39,1127,24,742,44,0,141,1,4,6,9,4,0,0,1,0,0,0,1
65,14822128,1970,Graduate,Together,49810.6,0,1,2012-07-30,34,282,199,0,44,2,15,1,3,2,8,7,0,1,1,0,0,0,0
66,14006546,1977,Graduate,Divorced,23444.9,1,0,2013-06-01,32,509,0,0,33,0,8,3,3,3,4,5,0,0,0,0,0,0,0
67,9788808,1968,Postgraduate,Single,30585.2,1,0,2013-06-29,38,577,12,0,5,0,1,3,1,0,1,7,0,0,0,0,0,0,0
68,9736818,1966,Graduate,Married,93101.7,0,0,2013-08-11,27,1244,111,11,83,7,80,1,4,6,7,1,0,1,1,1,0,0,1
69,2567032,1952,Postgraduate,Single,60748.9,0,0,2012-12-24,31,86,2,1,87,31,0,1,7,9,3,10,0,1,0,0,0,0,0
70,2776898,1961,Undergraduate,Single,35095.5,1,0,2013-01-01,31,139,45,0,4,0,0,1,8,1,3,3,0,0,0,1,0,0,0
71,7123846,1996,Postgraduate,Single,1821.6,1,1,2014-01-28,66,0,0,0,2,8,0,3,2,1,3,7,0,0,0,0,0,0,0
72,1346731,1958,Graduate,Divorced,116601.6,0,1,2012-09-01,52,318,185,496,158,16,276,1,12,2,5,3,0,0,1,0,1,0,1
73,2906156,1956,Graduate,Divorced,106850.0,0,0,2013-06-28,63,1318,185,99,111,57,334,1,10,7,13,5,1,0,1,1,0,1,0
74,4597792,1963,Graduate,Married,91497.3,0,0,2013-01-05,64,893,31,0,259,0,102,1,8,5,8,5,0,0,1,0,0,0,0
75,4569873,1966,Undergraduate,Together,35135.1,2,1,2014-06-29,61,8,11,27,7,0,10,3,1,1,5,6,0,1,0,0,0,0,0
76,1987984,1974,Graduate,Together,63882.0,1,0,2013-12-06,82,0,4,0,19,0,134,4,2,1,5,7,0,0,0,0,0,0,0
77,7010819,1962,Postgraduate,Together,92788.4,0,0,2012-10-14,73,1010,125,0,26,74,18,3,7,3,8,5,0,0,1,0,0,0,1
78,6511404,1985,Postgraduate,Together,3654.2,0,0,2013-01-18,28,0,0,0,0,0,6,3,3,1,3,7,0,0,0,0,0,0,0
79,2493909,1968,Postgraduate,Single,51220.7,1,1,2013-05-17,47,0,0,3,13,0,9,3,2,1,4,10,0,0,0,0,0,0,0
80,6692944,1952,Graduate,Single,111436.2,0,0,2013-02-03,44,1451,127,0,43,16,91,1,4,11,12,3,0,1,1,1,0,0,0
81,10137562,1974,Graduate,Together,24536.9,1,0,2014-01-27,70,388,0,57,17,11,130,4,14,11,12,4,0,0,0,0,0,0,0
82,2847972,1962,Graduate,Together,81676.7,0,0,2012-07-30,88,808,22,149,31,28,136,1,6,7,5,7,0,0,1,0,0,0,0
83,6457286,1988,Graduate,Divorced,95211.5,0,0,2012-10-23,72,112,23,244,29,35,139,1,10,5,10,4,0,0,0,0,1,0,1
84,9229501,1993,Graduate,Together,89310.0,0,0,2013-10-23,99,328,118,266,27,3,184,3,10,4,8,3,0,1,1,0,0,0,0
85,8071901,1969,Postgraduate,Married,16616.7,1,1,2013-05-23,51,0,0,37,2,0,0,3,2,1,3,7,0,0,0,0,0,0,0
86,6370934,1957,Postgraduate,Together,105989.0,0,0,2012-10-01,20,209,40,503,101,148,62,3,6,4,11,3,0,0,0,0,0,0,0
87,11755628,1973,Graduate,Together,26816.2,0,0,2013-06-10,75,578,95,5,2,2,6,1,2,0,3,5,0,0,0,0,0,0,0
88,1569154,1966,Graduate,Together,22596.1,1,1,2014-03-25,45,0,1,0,1,5,4,2,3,1,3,5,0,0,0,0,0,0,0
89,11699612,1967,Graduate,Together,78059.2,1,1,2012-11-13,99,0,77,0,19,1,17,1,3,4,1,5,0,0,0,0,0,0,0
90,4819314,1977,Graduate,Widow,86761.1,0,0,2014-05-20,81,1280,12,198,57,0,147,1,5,2,6,7,1,0,0,0,0,0,0
91,5673311,1989,Undergraduate,Married,110613.4,0,0,2013-01-06,99,888,35,15,32,10,57,1,4,5,8,6,0,0,0,0,0,0,0
92,15120128,1962,Undergraduate,Together,98895.2,0,0,2012-09-10,0,127,86,0,24,0,21,4,5,7,3,5,0,0,0,0,0,0,0
93,14487494,1974,Undergraduate,Married,46560.5,1,0,2013-10-25,99,0,5,0,0,0,25,4,2,1,3,7,0,0,0,0,0,0,0
94,2341869,1981,Postgraduate,Married,63250.1,1,0,2012-12-09,99,0,51,0,7,0,13,2,2,2,5,6,0,0,1,0,0,0,0
95,9654763,1979,Graduate,Married,89151.2,2,0,2013-05-26,52,231,87,0,47,0,69,1,3,6,6,7,0,0,0,0,0,0,0
96,4679493,1975,Undergraduate,Married,106428.9,0,2,2013-07-02,99,824,38,136,16,19,65,3,4,3,4,6,0,1,0,0,0,0,0
97,3570761,1984,Graduate,Married,104085.6,0,0,2013-07-02,69,891,48,112,84,7,126,1,5,0,8,4,0,1,0,1,0,0,1
98,6448614,1967,Postgraduate,Single,87185.1,1,0,2012-09-19,99,0,10,0,6,0,28,2,2,1,2,7,0,0,0,0,0,0,0
99,2755869,1951,Graduate,Together,36430.6,0,1,2014-03-26,75,554,23,184,86,73,327,2,8,13,13,6,0,0,0,0,0,0,0
100,11623419,1973,Graduate,Together,79435.2,0,0,2013-05-23,54,45,34,186,9,8,171,2,3,2,11,6,0,0,0,0,0,0,0
101,8031042,1958,Undergraduate,Together,83492.6,0,0,2012-07-30,0,378,56,98,49,8,125,1,6,1,8,11,0,1,0,0,0,0,1
102,10716906,1983,Undergraduate,Together,1730.0,0,1,2013-02-16,76,0,0,0,4,4,25,3,2,5,1,6,0,0,0,0,0,0,0
103,13136828,1963,Undergraduate,Married,86417.1,0,1,2013-09-17,9,1013,189,91,0,93,332,1,5,8,4,4,0,0,0,0,0,0,0
104,11624010,1982,Postgraduate,Single,109817.8,0,0,2013-08-18,74,1137,32,120,140,50,176,1,4,8,5,7,0,1,0,0,1,1,1
105,14604208,1985,Postgraduate,Single,80547.9,0,0,2012-11-29,75,71,20,0,41,49,243,1,8,8,9,3,0,1,1,1,0,0,1
106,4654472,1975,Postgraduate,Divorced,68132.4,0,0,2014-03-12,70,0,0,0,14,34,56,1,10,3,5,7,0,0,0,0,0,0,0
107,13138321,1995,Graduate,Together,108628.5,0,0,2013-01-20,5,83,128,315,55,0,316,1,3,7,7,4,0,1,1,1,0,0,1
108,13194292,1952,Graduate,Single,93486.1,0,0,2012-07-30,97,44,113,118,153,0,61,1,5,4,10,5,0,1,1,0,0,0,1
109,10277308,1976,Graduate,Together,62814.6,0,0,2014-06-29,24,293,85,199,65,0,22,1,0,2,7,11,1,0,0,0,0,0,0
110,4013943,1993,Postgraduate,Single,83197.2,0,0,2013-10-25,96,1158,113,0,115,9,45,1,5,6,9,3,0,0,1,0,0,0,1
111,14412748,1968,Undergraduate,Together,3558.7,1,0,2014-06-29,31,0,0,0,15,0,5,1,3,0,4,7,0,0,0,0,0,0,0
112,15645382,1967,Graduate,Married,99030.7,0,0,2013-05-11,99,1088,107,610,30,21,52,1,7,8,11,6,0,1,1,0,0,0,0
113,14545949,1959,Graduate,Together,103979.4,0,0,2013-04-13,63,1446,199,51,104,115,45,1,5,5,7,5,0,0,1,0,0,0,0
114,11497590,1980,Postgraduate,Together,58323.1,1,0,2013-12-23,65,0,0,0,17,0,21,3,2,1,3,7,0,0,1,0,0,0,0
115,7619835,1973,Graduate,Married,99833.2,0,0,2012-10-07,55,920,71,141,20,1,311,1,6,3,5,2,0,0,0,1,0,0,0
116,7340191,1994,Graduate,Together,29682.5,0,0,2012-11-21,33,701,97,0,14,25,25,1,4,3,6,6,0,0,0,0,0,0,0
117,6709727,1961,Postgraduate,Single,63056.8,1,1,2012-09-07,59,0,5,14,9,0,31,1,8,1,2,6,0,0,0,0,0,0,0
118,14214191,1985,Postgraduate,Single,33406.9,1,0,2013-02-26,85,0,2,0,12,0,23,2,6,2,12,3,0,0,0,0,0,0,0
119,7208050,1950,Graduate,Together,1730.0,1,1,2013-03-11,80,0,5,0,5,0,15,3,3,1,4,7,0,0,0,0,0,0,0
120,3375382,1981,Graduate,Together,104710.2,0,0,2013-01-08,57,1277,13,71,83,44,37,1,6,4,7,4,0,0,0,0,1,0,0
121,7859582,1991,Postgraduate,Together,32516.3,2,0,2012-08-15,99,2,5,0,11,0,7,2,4,2,4,7,0,0,0,0,0,0,0
122,16382326,1981,Graduate,Together,61409.2,0,0,2012-08-02,75,10,29,125,43,64,233,3,3,1,5,10,0,0,0,0,0,0,0
123,9840059,1961,Postgraduate,Widow,81506.8,0,0,2014-02-16,36,755,199,254,29,0,15,1,5,3,7,5,0,0,0,0,0,0,0
124,13281390,1974,Graduate,Single,92327.2,1,0,2013-02-19,99,0,7,3,4,11,0,4,2,0,9,7,0,0,0,0,0,0,0
125,12710737,1975,Postgraduate,Single,41074.4,1,0,2014-06-29,73,0,1,0,8,0,0,2,1,1,3,8,1,0,0,0,0,0,0
126,1674379,1977,Graduate,Together,87046.6,0,0,2013-07-05,68,415,12,108,41,0,181,1,7,3,5,4,1,1,0,0,0,0,0
127,11521071,1969,Undergraduate,Single,1730.0,1,0,2013-01-08,0,0,5,0,0,0,20,2,3,1,3,7,0,0,0,0,0,0,0
128,4527348,1994,Postgraduate,Single,41351.3,0,0,2013-08-01,65,1094,73,44,80,0,128,3,11,1,2,5,0,0,0,0,0,0,0
129,11724237,1969,Postgraduate,Together,70959.2,0,2,2014-03-29,57,334,22,0,27,2,0,1,9,5,5,3,0,0,0,0,1,0,0
130,198746,1964,Graduate,Married,38429.4,0,0,2014-01-29,65,0,199,0,46,0,65,2,5,1,3,8,0,0,0,0,0,0,0
131,9737489,1952,Postgraduate,Together,112694.8,2,0,2014-02-16,46,6,28,128,8,0,18,5,3,1,6,5,0,0,0,0,0,0,1
132,14130089,1962,Postgraduate,Married,108477.1,0,0,2013-07-18,25,1214,36,162,203,14,141,1,6,8,13,4,0,1,0,0,0,0,1
133,16251810,1961,Postgraduate,Single,105258.1,0,0,2013-02-14,38,0,78,51,47,3,62,1,5,3,6,10,0,0,0,0,0,0,1
134,10881632,1953,Undergraduate,Single,19264.2,1,0,2013-06-18,42,46,2,0,12,0,5,3,2,1,3,7,0,0,0,0,0,0,0
135,5874136,1990,Postgraduate,Married,111898.0,0,0,2013-08-15,77,726,25,267,235,5,236,1,7,6,7,4,0,0,1,1,0,0,0
136,15372779,1969,Graduate,Divorced,88202.4,0,1,2014-06-03,70,557,3,0,0,102,49,7,7,5,12,7,0,0,0,0,0,0,0
137,3471851,1961,Graduate,Together,53737.1,0,2,2014-03-18,75,503,36,47,7,0,207,2,4,8,13,6,0,0,0,0,0,0,0
138,3173625,1992,Postgraduate,Single,41505.8,1,0,2012-10-05,63,30,11,0,16,0,0,2,3,1,7,6,0,0,0,0,0,0,0
139,1289520,1966,Graduate,Single,85264.2,0,0,2013-01-02,33,886,2,60,240,11,96,1,5,8,11,4,0,0,0,0,0,0,0
140,4639015,1957,Graduate,Together,99702.9,0,0,2012-12-18,93,133,119,475,16,66,57,1,7,3,11,4,0,1,0,0,0,0,0
141,8997998,1953,Graduate,Together,54747.4,0,1,2013-08-30,95,0,4,30,38,38,50,3,7,2,5,7,0,0,0,1,0,0,0
142,12744796,1990,Graduate,Together,94002.2,0,0,2013-02-01,5,542,72,196,248,2,98,1,5,3,10,6,0,0,0,1,0,0,0
143,3765984,1952,Postgraduate,Together,72952.1,0,0,2012-11-02,76,0,10,6,0,0,15,2,6,2,6,4,0,0,0,0,1,0,0
144,12638538,1979,Postgraduate,Married,14266.9,1,0,2013-12-11,83,0,6,0,8,0,56,2,2,2,3,7,0,0,0,0,0,0,0
145,14855177,1950,Postgraduate,Single,46870.2,2,2,2012-09-24,68,0,6,0,11,0,14,2,6,1,3,5,0,0,0,0,0,0,0
146,10339242,1987,Graduate,Single,35033.2,1,0,2013-02-19,68,0,6,0,2,0,22,1,2,1,3,7,0,0,0,0,0,0,0
147,15120163,1985,Undergraduate,Single,43186.6,1,0,2014-03-17,94,0,2,0,3,7,22,4,2,0,2,6,0,0,0,0,0,0,0
148,11802396,1960,Graduate,Together,30517.8,1,0,2013-11-20,57,0,0,0,8,0,2,2,2,1,4,7,0,0,0,0,0,0,0
149,13341618,1961,Undergraduate,Divorced,50239.7,0,0,2014-03-14,28,809,94,30,23,11,114,1,2,4,9,6,0,0,0,0,1,0,0
150,7809948,1976,Postgraduate,Together,78934.2,1,0,2014-03-22,17,0,7,40,0,0,22,4,6,2,2,9,0,0,1,0,0,0,0
151,7855001,1985,Undergraduate,Single,12099.7,1,0,2012-08-28,22,4,0,40,44,8,26,1,2,2,3,7,0,0,0,0,0,0,0
152,8551802,1988,Graduate,Single,93910.6,0,0,2014-03-10,6,276,30,27,49,14,69,1,4,5,3,8,0,0,0,0,0,0,0
153,6437180,1963,Postgraduate,Single,112839.2,0,0,2012-12-02,48,374,199,658,28,32,294,1,4,2,7,3,0,1,1,1,0,0,1
154,11741007,1986,Postgraduate,Married,37335.6,1,0,2013-05-21,33,0,0,0,0,0,26,3,2,0,2,9,0,0,0,0,0,0,0
155,4711581,1973,Undergraduate,Single,51094.1,0,0,2012-11-16,26,21,178,165,39,0,50,4,2,3,13,6,0,0,1,0,0,0,0
156,11227793,1970,Undergraduate,Single,101084.8,1,0,2013-05-12,83,1075,199,275,50,0,144,1,3,3,5,6,0,0,0,0,0,0,0
157,8551048,1972,Graduate,Divorced,108480.2,0,0,2013-02-04,99,1373,76,873,39,20,156,1,6,4,10,3,0,0,0,1,0,0,0
158,15303162,1978,Postgraduate,Married,106706.3,0,0,2013-10-04,42,328,110,258,0,10,47,1,4,6,13,6,0,1,1,1,0,0,1
159,15350669,1952,Graduate,Together,15235.2,1,0,2013-02-19,88,0,10,0,14,0,9,4,2,1,3,6,0,0,0,0,0,0,0
160,16090744,1953,Graduate,Single,103744.7,0,0,2012-11-12,73,160,85,0,108,63,117,6,5,7,6,5,0,1,1,0,1,0,1
161,3675712,1968,Graduate,Married,73493.9,0,0,2014-01-21,89,672,119,3,40,6,150,1,5,3,9,5,0,0,0,1,0,0,1
162,14469361,1957,Undergraduate,Together,74530.7,0,0,2012-07-31,8,0,3,22,23,32,42,5,9,1,4,1,0,0,0,0,0,0,0
163,1877979,1977,Postgraduate,Single,37466.6,1,1,2013-11-29,31,3,10,37,13,7,21,2,2,0,2,5,0,0,0,0,0,0,0
164,10591674,1974,Postgraduate,Single,84046.8,1,0,2013-01-14,45,0,5,0,1,0,1,2,10,3,6,10,0,0,0,0,0,0,0
165,11839516,1974,Undergraduate,Together,38446.1,1,1,2014-03-30,81,0,10,5,0,0,25,3,1,1,2,8,1,0,0,0,0,0,0
166,8003684,1969,Graduate,Together,81513.9,1,0,2013-10-08,38,8,1,46,43,53,13,1,3,2,10,6,0,0,0,0,0,1,0
167,15956346,1957,Graduate,Together,65686.8,1,0,2013-03-10,96,524,122,41,46,47,99,1,4,1,6,4,0,0,0,0,0,0,0
168,10918465,1994,Postgraduate,Married,66913.9,0,0,2012-11-08,18,9,6,116,13,23,22,1,2,3,6,10,0,0,0,0,0,0,0
169,11026088,1981,Postgraduate,Single,45894.3,1,0,2013-07-21,77,0,0,0,18,0,11,3,2,1,3,7,0,0,0,0,0,0,0
170,5079232,1991,Postgraduate,Together,41116.6,1,1,2012-09-19,69,0,10,16,0,1,24,1,2,0,2,7,0,0,0,0,0,0,0
171,1248764,1967,Graduate,Married,110231.1,0,2,2014-06-29,21,224,198,188,33,28,266,5,11,3,13,5,0,0,0,0,0,0,0
172,12961196,1950,Graduate,Single,77500.0,0,2,2013-06-21,35,243,23,59,32,31,46,3,6,2,9,4,0,0,0,0,0,0,1
173,14742297,1959,Graduate,Divorced,111584.0,0,0,2012-08-18,78,0,6,18,10,13,28,1,3,1,10,7,0,0,0,0,0,0,0
174,10917940,1975,Undergraduate,Married,25808.7,1,1,2012-11-06,70,114,121,45,48,3,47,1,5,1,4,7,0,0,0,0,0,0,0
175,9791977,1980,Graduate,Divorced,91006.9,0,0,2012-11-22,71,0,2,0,22,0,21,4,7,6,1,8,0,0,0,0,0,0,0
176,16204716,1985,Graduate,Married,110316.1,0,0,2013-02-23,47,1009,199,203,165,0,149,1,7,6,5,3,0,0,1,1,0,0,1
177,513911,1968,Graduate,Single,30848.1,1,0,2013-12-13,36,6,114,0,0,0,14,2,7,0,6,7,0,0,0,0,0,0,0
178,4833034,1970,Postgraduate,Widow,80532.4,0,0,2013-03-10,99,345,84,0,98,26,15,1,2,3,9,5,0,0,0,0,0,0,0
179,2078221,1952,Postgraduate,Divorced,49070.8,1,0,2013-08-07,27,0,0,0,6,0,3,3,2,1,3,6,0,0,0,0,0,0,0
180,9953193,1958,Postgraduate,Single,70486.8,2,0,2013-08-11,55,10,4,0,1,0,18,4,7,2,3,9,0,0,0,0,0,0,0
181,1339179,1987,Graduate,Together,1730.0,0,1,2013-02-27,13,500,0,21,20,20,28,2,3,1,6,6,0,0,0,0,1,0,0
182,10344843,1961,Graduate,Single,113339.9,0,0,2013-01-01,84,977,199,527,70,38,123,1,6,7,8,3,0,0,1,1,0,0,0
183,12512069,1996,Graduate,Single,88178.5,0,0,2013-12-17,52,606,171,205,105,38,15,1,5,2,6,2,0,0,0,0,0,0,1
184,16745133,1965,Postgraduate,Together,93674.9,0,1,2012-12-07,85,766,109,27,33,25,124,1,5,5,9,5,0,1,1,0,0,0,0
185,14365446,1996,Graduate,Divorced,82078.4,0,0,2013-06-18,99,0,5,18,15,0,21,3,7,7,5,5,0,0,1,0,0,0,0
186,5031735,1990,Graduate,Single,103588.7,0,0,2012-11-11,99,327,67,75,66,36,298,1,5,7,5,4,0,1,0,0,0,0,0
